Department,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary
PWD,PWD 332 WM Bureau of Waste Collection,B.006342.1,Waste Management Operator III,Non Exempt,16-Jul-2006,16-May-2011,48308.00
PWD,PWD 332 WM Bureau of Waste Collection,B.002416.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003217.1,Waste Management Operator II,Non Exempt,22-Oct-2015,26-Oct-2017,41137.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003440.1,Waste Management Operator III,Non Exempt,16-May-2012,22-Sep-2016,46207.20
PWD,PWD 332 WM Bureau of Waste Collection,B.006341.1,Waste Management Operator IV,Non Exempt,22-Feb-2015,14-Jan-2021,50133.20
PWD,PWD 332 WM Bureau of Waste Collection,B.000916.2,Waste Management Operator III,Non Exempt,14-Sep-2017,09-Apr-2020,43503.20
PWD,PWD 332 WM Bureau of Waste Collection,B.000526.1,Waste Management Operator IV,Non Exempt,16-Sep-2003,18-Jan-2018,45931.60
PWD,PWD 332 WM Bureau of Waste Collection,B.002240.1,Waste Management Operator III,Non Exempt,01-Feb-2005,07-Dec-2015,49160.80
PWD,PWD 332 WM Bureau of Waste Collection,B.000508.1,Waste Management Operator IV,Non Exempt,01-Jul-1993,16-Nov-2001,59659.60
PWD,PWD 332 WM Bureau of Waste Collection,B.002115.1,Waste Management Operator I,Non Exempt,11-Mar-2021,,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.006346.1,Waste Management Operator I,Non Exempt,11-Mar-2021,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.000736.1,Waste Management Operator II,Non Exempt,04-Jan-2021,25-Mar-2021,35152.00
PWD,PWD 332 WM Bureau of Waste Collection,B.003952.1,Waste Management Operator II,Non Exempt,22-Jun-2016,12-Mar-2020,38183.86
PWD,PWD 332 WM Bureau of Waste Collection,B.001776.1,Waste Management Operator IV,Non Exempt,09-Mar-1987,01-May-1999,60450.00
PWD,PWD 332 WM Bureau of Waste Collection,B.001441.1,Waste Management Operator IV,Non Exempt,01-Dec-2005,16-Apr-2013,50133.20
PWD,PWD 332 WM Bureau of Waste Collection,B.000531.1,Waste Management Operator III,Non Exempt,16-Apr-2006,23-Nov-2017,45832.80
PWD,PWD 332 WM Bureau of Waste Collection,B.003983.1,Waste Management Operator IV,Non Exempt,16-Jun-1975,01-Feb-2009,60450.00
PWD,PWD 332 WM Bureau of Waste Collection,B.001834.1,Waste Management Operator IV,Non Exempt,16-Sep-2001,16-Jul-2006,58120.40
PWD,PWD 332 WM Bureau of Waste Collection,B.002111.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003855.1,Waste Management Operator IV,Non Exempt,01-Dec-1991,16-Nov-2001,58515.60
PWD,PWD 332 WM Bureau of Waste Collection,B.001038.1,Waste Management Operator III,Non Exempt,01-Mar-2018,06-May-2021,40008.80
PWD,PWD 332 WM Bureau of Waste Collection,B.001519.1,Waste Management Operator IV,Non Exempt,01-Jul-1996,01-Dec-2005,58307.60
PWD,PWD 332 WM Bureau of Waste Collection,B.005063.1,Waste Management Operator III,Non Exempt,01-Sep-1995,16-Nov-2012,56378.40
PWD,PWD 332 WM Bureau of Waste Collection,B.003020.1,Waste Management Operator IV,Non Exempt,30-Dec-1995,18-Jul-2019,50549.20
PWD,PWD 332 WM Bureau of Waste Collection,B.001010.3,Waste Management Operator I,Non Exempt,11-Mar-2021,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.003815.1,Waste Management Operator I,Non Exempt,11-Mar-2021,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.004074.1,Waste Management Operator IV,Non Exempt,15-Feb-2018,15-Feb-2018,45931.60
PWD,PWD 332 WM Bureau of Waste Collection,B.003256.2,Waste Management Route Supervisor,Non Exempt,16-Oct-2004,27-Apr-2017,59448.74
PWD,PWD 332 WM Bureau of Waste Collection,B.004142.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001353.1,Waste Management Operator III,Non Exempt,01-Oct-2011,23-Nov-2017,46124.00
PWD,PWD 332 WM Bureau of Waste Collection,B.001773.2,Safety Technician,Non Exempt,16-Oct-1996,26-Apr-2018,55567.20
PWD,PWD 332 WM Bureau of Waste Collection,B.004089.1,Waste Management Operator II,Non Exempt,07-Aug-2015,21-Dec-2017,39369.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003762.1,Waste Management Operator II,Non Exempt,24-Oct-2019,24-Oct-2019,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001176.1,Waste Management Operator II,Non Exempt,07-Aug-2015,12-Mar-2020,39743.86
PWD,PWD 332 WM Bureau of Waste Collection,B.000006.1,Waste Management Operator II,Non Exempt,07-Oct-2016,25-Mar-2021,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.000930.1,Waste Management Operator IV,Non Exempt,01-Jul-1993,16-Jun-2010,50736.40
PWD,PWD 332 WM Bureau of Waste Collection,B.002044.1,Waste Management Operator III,Non Exempt,22-Oct-2014,06-May-2021,40008.80
PWD,PWD 332 WM Bureau of Waste Collection,B.001629.1,Waste Management Operator IV,Non Exempt,07-Aug-2015,14-Jan-2021,49821.20
PWD,PWD 332 WM Bureau of Waste Collection,B.002507.1,Waste Management Operator I,Non Exempt,22-Sep-2015,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001186.2,Assistant Superintendent,Exempt,16-May-1986,07-Jul-2015,69846.40
PWD,PWD 332 WM Bureau of Waste Collection,B.003685.1,Waste Management Operator IV,Non Exempt,01-Sep-2003,16-Jun-2010,54730.00
PWD,PWD 332 WM Bureau of Waste Collection,B.003670.1,Waste Management Operator IV,Non Exempt,16-Oct-1981,01-Apr-1997,60450.00
PWD,PWD 332 WM Bureau of Waste Collection,B.005061.1,Waste Management Operator I,Non Exempt,11-Mar-2021,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.005062.1,Waste Management Operator II,Non Exempt,04-Jan-2021,25-Mar-2021,35152.00
PWD,PWD 333 WM Yard Debris and Hazardous Household Waste,B.003305.2,Heavy Equipment Operator,Non Exempt,16-May-2013,16-May-2013,49093.20
PWD,PWD 333 WM Yard Debris and Hazardous Household Waste,B.005884.4,Maintenance Worker,Non Exempt,22-Jun-2015,26-Sep-2019,26951.60
PWD,PWD 333 WM Yard Debris and Hazardous Household Waste,B.002497.3,General Supervisor,Non Exempt,01-Sep-2010,01-Sep-2010,57741.58
PWD,PWD 334 WM Recycling,B.003049.3,Administrative Technician,Non Exempt,16-Aug-1996,01-Jan-2011,46061.60
PWD,PWD 334 WM Recycling,B.002972.7,Media and Communications Coordinator II,Non Exempt,07-Aug-2016,07-Aug-2016,61364.42
PWD,PWD 334 WM Recycling,B.001735.3,Administrative Technician,Non Exempt,18-May-2012,22-May-2016,41381.60
PWD,PWD 502 Real Estate,B.001905,Real Estate Agent,Exempt,03-Dec-2020,03-Dec-2020,114000.12
PWD,PWD 502 Real Estate,B.002385.2,Right of Way Agent I,Non Exempt,01-Aug-1990,01-Nov-2005,63546.34
PWD,PWD 502 Real Estate,B.004583.2,Administrative Assistant,Non Exempt,22-Apr-2021,22-Apr-2021,35152.00
PWD,PWD 502 Real Estate,B.000624.5,Right of Way Agent Trainee,Non Exempt,04-Jan-2018,04-Jan-2018,41735.20
PWD,PWD 502 Real Estate,B.006348.1,Senior Right of Way Agent,Exempt,16-Sep-1999,16-Aug-2009,75275.98
PWD,PWD 502 Real Estate,B.002423.1,Right of Way Agent II,Exempt,17-Jun-2021,17-Jun-2021,57500.04
PWD,PWD 502 Real Estate,B.003041.3,Right of Way Agent II,Exempt,22-Apr-2021,22-Apr-2021,60964.80
PWD,PWD 502 Real Estate,B.002157.2,Right of Way Agent Trainee,Non Exempt,18-Jun-2020,18-Jun-2020,40008.80
PWD,PWD 510 Engineering Program Management,B.004456.1,Engineer IV,Exempt,10-Sep-1984,16-Nov-2005,123385.60
PWD,PWD 510 Engineering Program Management,B.002855,Administrative Specialist I,Non Exempt,25-Apr-1995,16-Oct-2008,53866.54
PWD,PWD 510 Engineering Program Management,B.000041.1,Administrative Analyst,Exempt,16-Aug-1985,07-Oct-2015,79123.20
PWD,PWD 510 Engineering Program Management,B.000431.1,Administrative Assistant,Non Exempt,03-Jun-2021,03-Jun-2021,37003.20
PWD,PWD 510 Engineering Program Management,B.004020,City Engineer,Exempt,05-Jul-1983,05-Jul-2018,140679.50
PWD,PWD 510 Engineering Program Management,B.002521,Administrative Technician,Non Exempt,14-Jan-2021,14-Jan-2021,37252.80
PWD,PWD 510 Engineering Program Management,B.004447.5,Engineer V,Exempt,16-Dec-2013,22-May-2016,120589.82
PWD,PWD 510 Engineering Program Management,B.004580.2,Engineer III,Exempt,22-Apr-2015,16-Jan-2020,79636.44
PWD,PWD 510 Engineering Program Management,B.006970.2,Engineer I,Exempt,01-Jun-2006,01-Feb-2007,74750.52
PWD,PWD 512 Surveys,B.001894,Survey Aide III,Non Exempt,01-May-2013,10-Oct-2019,41506.40
PWD,PWD 512 Surveys,B.003741,Survey Technician II,Non Exempt,14-Feb-2019,14-Feb-2019,64552.28
PWD,PWD 512 Surveys,B.003732,Survey Aide II,Non Exempt,22-Nov-2018,22-Nov-2018,36946.52
PWD,PWD 512 Surveys,B.002237.1,Survey Technician Field Supervisor,Non Exempt,01-Jan-2002,23-May-2019,68977.48
PWD,PWD 512 Surveys,B.000277.1,Survey Aide III,Non Exempt,01-Dec-2010,07-May-2016,43648.80
PWD,PWD 512 Surveys,B.003449.1,Survey Party Supervisor,Non Exempt,16-Jan-1978,01-May-2007,63045.58
PWD,PWD 512 Surveys,B.000520.1,Survey Aide III,Non Exempt,01-Jan-2011,07-Nov-2014,43815.20
PWD,PWD 512 Surveys,B.001930.1,Survey Party Supervisor,Non Exempt,04-Jul-2019,04-Jul-2019,52910.26
PWD,PWD 512 Surveys,B.002140,Survey Technician II,Non Exempt,03-Feb-1971,01-Sep-2000,72820.80
PWD,PWD 512 Surveys,B.001103,Survey Technician I,Non Exempt,26-Oct-2017,26-Oct-2017,46072.00
PWD,PWD 512 Surveys,B.001004,City Surveyor,Exempt,16-Feb-2005,16-Aug-2018,94674.84
PWD,PWD 512 Surveys,B.002947.1,Survey Party Supervisor,Non Exempt,11-Jun-1985,22-Mar-2016,61464.78
PWD,PWD 512 Surveys,B.000892,Survey Aide II,Non Exempt,22-Nov-2018,22-Nov-2018,36946.52
PWD,PWD 512 Surveys,B.003876.1,Survey Technician II,Non Exempt,16-May-2007,16-Jul-2013,65675.48
PWD,PWD 513 Engineering Technical Support,B.001695,Engineering Technician III,Non Exempt,01-Mar-1982,01-Jan-2005,76502.40
PWD,PWD 513 Engineering Technical Support,B.003756,Engineering Technician II,Non Exempt,16-Jan-2005,07-Jul-2016,58104.28
PWD,PWD 514 Traffic Engineering,B.004123,Engineer I,Exempt,22-Nov-2016,22-Nov-2016,70632.12
PWD,PWD 514 Traffic Engineering,B.001231,Engineer II,Exempt,18-Feb-1986,01-Aug-2008,96387.20
PWD,PWD 514 Traffic Engineering,B.000714,Engineer I,Exempt,01-May-2014,22-Dec-2016,81240.12
PWD,PWD 514 Traffic Engineering,B.001469,Traffic Technician II,Non Exempt,01-Mar-2002,15-Mar-2018,56710.68
PWD,PWD 514 Traffic Engineering,B.006967,Engineer I,Exempt,01-Feb-2003,01-Jul-2005,71505.72
PWD,PWD 514 Traffic Engineering,B.002567,Engineer IV,Exempt,01-Nov-2004,04-Jul-2019,104427.18
PWD,PWD 514 Traffic Engineering,B.004457,Engineer IV,Exempt,22-Jul-2016,22-Jul-2016,109835.18
PWD,PWD 514 Traffic Engineering,B.002219,Traffic Technician II,Non Exempt,06-May-2021,06-May-2021,53289.60
PWD,PWD 514 Traffic Engineering,B.001278,Engineer V,Exempt,16-Aug-2003,03-Jan-2019,125280.22
PWD,PWD 514 Traffic Engineering,B.001831.1,Traffic Technician I,Non Exempt,16-Aug-2007,06-Jan-2016,50690.38
PWD,PWD 514 Traffic Engineering,B.002967,Engineer I,Exempt,01-Aug-1985,01-Nov-2004,80366.52
PWD,PWD 514 Traffic Engineering,B.007201,Engineer I,Exempt,15-Feb-2018,15-Feb-2018,66804.92
PWD,PWD 514 Traffic Engineering,B.000841.2,Traffic Technician II,Non Exempt,16-Aug-2010,03-Jun-2021,54048.28
PWD,PWD 515 Transportation Program and Project Management,B.004036,Engineer I,Exempt,16-May-2007,01-Apr-2010,70944.12
PWD,PWD 515 Transportation Program and Project Management,B.001760,Engineer IV,Exempt,01-Jan-2006,21-Nov-2019,116033.58
PWD,PWD 515 Transportation Program and Project Management,B.006758.1,Engineer III,Exempt,16-Sep-2011,16-Sep-2011,90494.04
PWD,PWD 515 Transportation Program and Project Management,B.004912,Engineer V,Exempt,01-Jul-2004,11-Oct-2018,120985.02
PWD,PWD 515 Transportation Program and Project Management,B.006757.2,Engineer III,Exempt,16-Jan-2013,06-Jul-2017,79844.44
PWD,PWD 515 Transportation Program and Project Management,B.006349,Engineer III,Exempt,09-Apr-2020,09-Apr-2020,92178.84
PWD,PWD 515 Transportation Program and Project Management,B.006969,Senior Engineer III,Exempt,01-Jul-2009,14-Jan-2021,104745.68
PWD,PWD 515 Transportation Program and Project Management,B.006350,Engineer III,Exempt,24-Oct-2019,24-Oct-2019,89664.12
PWD,PWD 515 Transportation Program and Project Management,B.004581,Engineer III,Exempt,04-Jan-2018,04-Jan-2018,92698.84
PWD,PWD 515 Transportation Program and Project Management,B.006968,Engineer III,Exempt,12-Apr-2018,12-Apr-2018,89664.12
PWD,PWD 515 Transportation Program and Project Management,B.004029,Engineer IV,Exempt,01-Sep-2011,22-Jan-2016,108503.98
PWD,PWD 516 Engineering and Construction Management Services,B.007476,Construction Inspector II,Non Exempt,03-Jan-2019,03-Jan-2019,55328.78
PWD,PWD 516 Engineering and Construction Management Services,B.003699.5,Senior Engineer III,Exempt,01-May-2011,21-Nov-2019,87523.28
PWD,PWD 516 Engineering and Construction Management Services,B.004347,Construction Inspector III,Non Exempt,01-Feb-2003,01-Feb-2003,72820.80
PWD,PWD 516 Engineering and Construction Management Services,B.006351,Construction Inspector Supervisor,Non Exempt,16-Jul-1998,22-May-2014,78171.08
PWD,PWD 516 Engineering and Construction Management Services,B.003241,Construction Inspector III,Non Exempt,22-May-2015,22-May-2015,68077.88
PWD,PWD 516 Engineering and Construction Management Services,B.006760.2,Engineer III,Exempt,07-Sep-2016,07-Sep-2016,86105.24
PWD,PWD 516 Engineering and Construction Management Services,B.003047,Construction Inspector III,Non Exempt,02-Aug-2018,30-Jan-2020,52259.48
PWD,PWD 516 Engineering and Construction Management Services,B.006653,Inspections Coordinator I,Exempt,16-Mar-2012,06-Apr-2014,83304.00
PWD,PWD 516 Engineering and Construction Management Services,B.002867.3,Engineer IV,Exempt,01-Aug-1991,01-Jul-2009,112518.38
PWD,PWD 516 Engineering and Construction Management Services,B.007475,Construction Inspector III,Non Exempt,04-Jan-2018,30-Jan-2020,53445.08
PWD,PWD 516 Engineering and Construction Management Services,B.004910.1,Engineer V,Exempt,22-May-2014,14-Sep-2017,119799.42
PWD,PWD 516 Engineering and Construction Management Services,B.007474,Construction Inspector II,Non Exempt,25-Oct-2018,25-Oct-2018,47487.18
PWD,PWD 516 Engineering and Construction Management Services,B.003254,Construction Inspector III,Non Exempt,27-Jul-2016,25-Feb-2021,53445.08
PWD,PWD 516 Engineering and Construction Management Services,B.003616.1,Engineer IV,Exempt,01-Dec-2006,12-Oct-2017,114868.78
PWD,PWD 517 Coastal Program and Project Management,B.006759.3,Engineer IV,Exempt,01-Dec-1989,07-Jan-2015,112206.38
PWD,PWD 517 Coastal Program and Project Management,B.006971,Engineer III,Exempt,27-Sep-2018,27-Sep-2018,106343.64
PWD,PWD 517 Coastal Program and Project Management,B.002636.3,Engineer V,Exempt,12-Feb-1990,01-Sep-2007,126715.42
PWD,PWD 517 Coastal Program and Project Management,B.002553.1,Engineer III,Exempt,16-May-2009,16-May-2009,90182.04
PWD,PWD 517 Coastal Program and Project Management,B.006755,Senior Engineer III,Exempt,16-May-2012,05-Nov-2020,97385.86
PWD,PWD 518 Facilities Design and Construction,B.001014,Engineer III,Exempt,17-Aug-2017,03-Aug-2017,86854.04
PWD,PWD 518 Facilities Design and Construction,B.002169,Engineer III,Exempt,22-Sep-2015,22-Sep-2015,90514.84
PWD,PWD 518 Facilities Design and Construction,B.004450,Engineer II,Exempt,28-Feb-2019,10-Sep-2020,66977.56
PWD,PWD 518 Facilities Design and Construction,B.001313,Senior Engineer III,Exempt,01-Aug-2007,21-Nov-2019,105182.48
PWD,PWD 518 Facilities Design and Construction,B.000791,Architect,Exempt,07-Feb-2015,07-Feb-2015,95052.88
PWD,PWD 518 Facilities Design and Construction,B.000873,Engineer V,Exempt,15-Aug-2019,15-Aug-2019,103813.84
PWD,PWD 601 Operations Management Support,B.004232,Administrative Specialist II,Non Exempt,01-Sep-2005,30-Sep-2018,61133.54
PWD,PWD 601 Operations Management Support,B.001393,Clerk III,Non Exempt,12-Mar-2020,12-Mar-2020,29743.48
PWD,PWD 601 Operations Management Support,B.003162,Clerk III,Non Exempt,26-Aug-2021,,28849.60
PWD,PWD 601 Operations Management Support,B.000314,Clerk III,Non Exempt,16-Sep-2013,25-Apr-2019,30450.68
PWD,PWD 601 Operations Management Support,B.001543,Account Clerk II,Non Exempt,16-Aug-1987,16-Feb-2005,46696.00
PWD,PWD 601 Operations Management Support,B.004911.1,Engineer V,Exempt,16-Oct-2007,25-Apr-2019,115556.22
PWD,PWD 601 Operations Management Support,B.001634,Administrative Technician,Non Exempt,01-Mar-2012,25-Oct-2018,36920.00
PWD,PWD 601 Operations Management Support,B.003149,Clerk III,Non Exempt,16-Apr-2015,27-Sep-2018,30450.68
PWD,PWD 601 Operations Management Support,B.001032,Account Clerk III,Non Exempt,10-Oct-2019,10-Oct-2019,36249.46
PWD,PWD 601 Operations Management Support,B.000075.1,Office Supervisor,Non Exempt,16-Oct-2001,16-Jan-2020,52811.20
PWD,PWD 603 Technical Services and Asset Management,B.005888.1,Engineering Technician II,Non Exempt,22-Apr-2016,21-Jun-2018,55192.28
PWD,PWD 603 Technical Services and Asset Management,B.006891.1,Senior Engineer III,Exempt,16-Sep-2008,21-Nov-2019,98672.08
PWD,PWD 603 Technical Services and Asset Management,B.001918.6,Technology Services Manager,Exempt,07-Jul-2014,21-Jun-2018,90105.60
PWD,PWD 603 Technical Services and Asset Management,B.005887,Engineering Aide III,Non Exempt,16-Oct-2008,01-Oct-2013,43919.20
PWD,PWD 603 Technical Services and Asset Management,B.001807,Business Application Specialist II,Exempt,28-Feb-2019,28-Feb-2019,56580.68
PWD,PWD 603 Technical Services and Asset Management,B.003462,Engineer IV,Exempt,16-May-2013,07-Jun-2016,109835.18
PWD,PWD 604 Infrastructure Maintenance Contracts,B.007478,Construction Inspector II,Non Exempt,01-Feb-2007,22-Mar-2016,61485.58
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002715.1,Construction Inspector II,Non Exempt,16-Mar-1988,16-Apr-2011,65977.60
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002294.1,Construction Inspector II,Non Exempt,07-Oct-2014,07-Jun-2017,53289.60
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002515,Construction Inspector Supervisor,Non Exempt,16-Nov-2010,07-Dec-2016,75071.88
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002484,Construction Inspector II,Non Exempt,07-Aug-2014,07-Aug-2014,51210.38
PWD,PWD 604 Infrastructure Maintenance Contracts,B.007477,Construction Inspector II,Non Exempt,16-Jul-1999,03-Jan-2019,57491.98
PWD,PWD 610 Infrastructure Maintenance Support,B.002927,Mechanic III,Non Exempt,16-Jun-2007,01-Nov-2011,54235.48
PWD,PWD 610 Infrastructure Maintenance Support,B.000836,Highway Administrative Supervisor,Exempt,01-Oct-1995,16-Nov-2012,81905.72
PWD,PWD 610 Infrastructure Maintenance Support,B.000530.2,Administrative Specialist II,Non Exempt,22-Oct-2020,22-Oct-2020,47278.40
PWD,PWD 610 Infrastructure Maintenance Support,B.007328,Storekeeper II,Non Exempt,01-Oct-2013,12-Oct-2017,36114.52
PWD,PWD 610 Infrastructure Maintenance Support,B.002102.1,Motor Equipment Operator III,Non Exempt,01-Jun-2012,08-Oct-2020,43919.20
PWD,PWD 610 Infrastructure Maintenance Support,B.002060,Equipment Maintenance Supervisor,Non Exempt,01-May-2014,30-Jan-2020,64344.80
PWD,PWD 610 Infrastructure Maintenance Support,B.003886.2,Storekeeper II,Non Exempt,19-Jul-2018,19-Jul-2018,35324.12
PWD,PWD 610 Infrastructure Maintenance Support,B.000640.1,Storekeeper III,Non Exempt,25-Apr-2019,25-Apr-2019,38864.80
PWD,PWD 610 Infrastructure Maintenance Support,B.003451.5,Motor Equipment Operator II,Non Exempt,16-Sep-2007,08-Oct-2020,37289.46
PWD,PWD 610 Infrastructure Maintenance Support,B.001056,Mechanic II,Non Exempt,01-Jul-1988,01-Jul-1988,62795.20
PWD,PWD 610 Infrastructure Maintenance Support,B.007329,Storekeeper Supervisor,Non Exempt,16-Jul-2005,15-Feb-2018,60928.40
PWD,PWD 610 Infrastructure Maintenance Support,B.000412.1,Storekeeper II,Non Exempt,07-Mar-2016,07-Mar-2016,37092.12
PWD,PWD 611 Street Maintenance,B.002650.1,Motor Equipment Operator III,Non Exempt,17-May-2001,16-Sep-2006,48287.20
PWD,PWD 611 Street Maintenance,B.003459.3,Motor Equipment Operator III,Non Exempt,01-Mar-2007,24-Oct-2019,47164.00
PWD,PWD 611 Street Maintenance,B.002598.6,Maintenance Worker,Non Exempt,30-Aug-2018,24-Oct-2019,27575.60
PWD,PWD 611 Street Maintenance,B.000134,Maintenance Worker,Non Exempt,10-May-2018,17-Jun-2021,30362.80
PWD,PWD 611 Street Maintenance,B.000283.1,Planner/Estimator III,Exempt,01-Feb-1989,01-Dec-2012,70381.48
PWD,PWD 611 Street Maintenance,B.002137.1,Maintenance Supervisor,Non Exempt,04-Nov-1985,16-Jul-2007,62192.78
PWD,PWD 611 Street Maintenance,B.000702,Motor Equipment Operator II,Non Exempt,30-May-1989,01-Mar-2006,45796.66
PWD,PWD 611 Street Maintenance,B.001225.3,Maintenance Worker,Non Exempt,07-Dec-2014,07-Sep-2016,29759.60
